10,0,1,0,0.605,0.475,0.19,1.1255,0.59,0.247,0.26
7,1,0,0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06
12,0,0,1,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135
12,0,1,0,0.63,0.495,0.16,1.093,0.497,0.221,0.315
15,0,0,1,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42
10,1,0,0,0.38,0.29,0.105,0.257,0.099,0.051,0.085
5,0,0,1,0.23,0.17,0.05,0.057,0.026,0.013,0.016
18,1,0,0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32
8,0,0,1,0.475,0.36,0.11,0.452,0.191,0.099,0.13
10,1,0,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488
19,0,1,0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295
9,0,0,1,0.56,0.445,0.165,0.832,0.3455,0.179,0.279
10,1,0,0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665
12,1,0,0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155
8,0,0,1,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1
9,0,1,0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105
6,0,0,1,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134
11,1,0,0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381
12,0,1,0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
11,0,1,0,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
6,0,0,1,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06
9,1,0,0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
9,1,0,0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175
13,0,0,1,0.52,0.4,0.145,0.66,0.267,0.1055,0.22
9,1,0,0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35
7,0,0,1,0.445,0.325,0.1,0.378,0.1795,0.1,0.089
8,0,0,1,0.49,0.375,0.125,0.5445,0.279,0.115,0.13
9,0,1,0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
17,1,0,0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41
9,0,0,1,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208
8,0,0,1,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315
9,1,0,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149
7,0,1,0,0.27,0.195,0.07,0.106,0.0465,0.018,0.036
11,0,1,0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294
12,0,0,1,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
9,0,1,0,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425
9,0,1,0,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
11,0,1,0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144
7,0,0,1,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147
18,1,0,0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155
14,1,0,0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39
10,0,1,0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
11,0,1,0,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
6,0,0,1,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045
14,1,0,0,0.58,0.45,0.235,1.071,0.3,0.206,0.395
10,0,0,1,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236
10,0,1,0,0.59,0.465,0.165,1.115,0.5165,0.273,0.275
10,1,0,0,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185
4,0,0,1,0.36,0.27,0.085,0.196,0.0875,0.035,0.064
16,1,0,0,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5
10,0,1,0,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35
9,0,1,0,0.55,0.425,0.16,0.793,0.343,0.2035,0.215
13,1,0,0,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32
11,1,0,0,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25
5,0,0,1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02
9,0,1,0,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985
10,1,0,0,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
5,0,0,1,0.345,0.255,0.085,0.2005,0.105,0.037,0.05
10,1,0,0,0.395,0.295,0.095,0.2245,0.078,0.054,0.08
16,1,0,0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555
10,1,0,0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08
12,0,1,0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195
11,1,0,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44
7,0,0,1,0.515,0.385,0.125,0.572,0.237,0.1435,0.165
10,1,0,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105
10,0,1,0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175
4,0,0,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036
11,0,1,0,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287
12,0,1,0,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775
9,1,0,0,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345
9,0,1,0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
7,1,0,0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
10,1,0,0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
8,0,0,1,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855
9,0,1,0,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1
7,0,0,1,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065
10,0,0,1,0.55,0.425,0.145,0.89,0.4325,0.171,0.236
7,0,1,0,0.49,0.465,0.125,0.5225,0.235,0.13,0.141
8,1,0,0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
8,0,0,1,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07
7,0,0,1,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
12,1,0,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24
9,0,0,1,0.5,0.375,0.14,0.559,0.2375,0.135,0.169
14,0,1,0,0.48,0.38,0.135,0.528,0.2,0.1395,0.16
7,0,0,1,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935
9,0,0,1,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735
11,0,1,0,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425
8,0,0,1,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158
9,0,1,0,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227
5,0,1,0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01
9,1,0,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
7,0,0,1,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08
10,0,1,0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045
8,0,0,1,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185
13,0,1,0,0.505,0.4,0.125,0.77,0.2735,0.159,0.255
10,0,1,0,0.635,0.51,0.155,0.986,0.405,0.2255,0.31
6,0,0,1,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
19,0,1,0,0.54,0.41,0.145,0.989,0.2815,0.213,0.355
11,0,1,0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235
11,0,1,0,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475
14,1,0,0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25
8,0,0,1,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535
13,1,0,0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645
10,0,1,0,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
6,0,0,1,0.435,0.325,0.11,0.367,0.1595,0.08,0.105
8,1,0,0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25
8,0,1,0,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795
5,0,0,1,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035
9,0,1,0,0.475,0.355,0.125,0.4625,0.186,0.107,0.145
6,0,0,1,0.325,0.27,0.1,0.185,0.08,0.0435,0.065
9,1,0,0,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355
10,0,1,0,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525
10,0,0,1,0.52,0.425,0.17,0.6805,0.28,0.174,0.195
10,0,0,1,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085
9,1,0,0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18
9,1,0,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461
9,0,1,0,0.63,0.49,0.155,1.2525,0.63,0.246,0.289
9,0,0,1,0.5,0.365,0.125,0.528,0.229,0.103,0.1645
3,0,0,1,0.11,0.09,0.03,0.008,0.0025,0.002,0.003
10,0,1,0,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745
15,0,1,0,0.65,0.52,0.195,1.676,0.693,0.44,0.47
9,1,0,0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246
9,0,1,0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
13,1,0,0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405
7,0,1,0,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143
10,0,1,0,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465
9,1,0,0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
9,0,0,1,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172
8,0,0,1,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925
9,0,1,0,0.58,0.445,0.16,0.984,0.49,0.201,0.27
9,0,1,0,0.59,0.405,0.15,0.853,0.326,0.2615,0.245
9,0,1,0,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
12,1,0,0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
11,1,0,0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471
6,0,0,1,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07
8,1,0,0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32
12,0,1,0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
9,0,1,0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15
8,0,0,1,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109
10,0,1,0,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27
7,0,0,1,0.365,0.265,0.085,0.213,0.0945,0.049,0.06
7,0,0,1,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05
14,1,0,0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33
12,0,1,0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26
6,0,1,0,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565
7,0,1,0,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345
14,0,1,0,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
10,0,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345
11,0,1,0,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
9,1,0,0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
7,0,1,0,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035
16,1,0,0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
7,0,1,0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095
6,0,0,1,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109
11,1,0,0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515
14,0,1,0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
12,1,0,0,0.505,0.39,0.175,0.692,0.267,0.15,0.215
9,0,1,0,0.505,0.41,0.125,0.642,0.289,0.133,0.155
9,0,1,0,0.61,0.485,0.17,1.281,0.597,0.3035,0.33
6,0,0,1,0.4,0.31,0.1,0.306,0.13,0.06,0.094
11,0,1,0,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37
8,1,0,0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2
12,1,0,0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
9,0,0,1,0.55,0.435,0.125,0.741,0.348,0.1585,0.206
9,1,0,0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515
8,0,1,0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
10,0,1,0,0.715,0.535,0.19,1.6755,0.889,0.313,0.42
13,0,1,0,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2
6,1,0,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127
9,0,0,1,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335
10,1,0,0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765
11,1,0,0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41
19,0,1,0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41
8,0,0,1,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167
9,1,0,0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
15,1,0,0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
14,0,1,0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
9,0,1,0,0.635,0.51,0.17,1.3555,0.619,0.305,0.39
10,1,0,0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236
11,0,1,0,0.65,0.505,0.19,1.274,0.59,0.23,0.391
12,0,1,0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
11,0,1,0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31
8,0,1,0,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495
8,0,1,0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205
10,0,1,0,0.66,0.525,0.18,1.478,0.5815,0.381,0.372
17,1,0,0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3
9,0,0,1,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12
10,0,0,1,0.585,0.475,0.16,1.0505,0.48,0.234,0.285
